sequence,label
hhhhhhhhh,positive
!love ChoupetteNoPV,positive
glisser mes  doigts   dans les cheveux  desmeralda,positive 
Sympa3:  quelle affaire,neutral
meme en crééant un profil parfois il faut remettre son mot de page en arrivant sur le salon,neutral
"Tramontane, après tu n'es pas toute jeune non plus et à fond sur les innovations qui ce font attention c'est pas une critique hein ",negative
hello,positive
hhahahha,positive
nailaa kamal nala3boha natablokaw,neutral
jmet la vidéo,neutral
!kb canari@ propos,neutral
Louisee: CV merci rana hhh,positive
Mdrr,positive
Little_Ch33ky tu me tue,negative
!kiss DialoguerSimplement bonsoir,positive
ca doit etre terrible de perdre le gout,negative
LeRebelle si on savait tout sur tout on ne mangerait plus rien,negative
Hhhhh  +chacal,positive
Ah tiens encore une escorte,negative
samedii: ki tayhetlo hsebeha jrana hh,neutral
ben le canon moral supérieur,positive
bonjour Layabricote|Layabricot,positive
depuis ce matin a cahque fois que je regarde par la fenêtre je me dis il est 7H,negative
YouTube Le Seigneur Des Tombes - Linestimable par †Linestimable† (durée: 10:30) - Vue(s): 7,neutral
G500pseudos:  mais qu'est ce que la normalité finalement,neutral
Lutin malin je en pris,neutral
d'agneau,neutral
Olalaaaaa bezaf moscoo lol,neutral
😂🤣😂🤣😂🤣,positive
:D  ha hamouda,positive
bonjour Homelander,positive
عند 7 على قول سلامون,neutral
cv kimahaka,positive
Lol serieux ?? eurasienne|vivaitalia,neutral
calma72: ça existe ça ici?,neutral
Merci frère,positive
!calin new-man,neutral
❤❤❤❤ Arabica ❤❤❤❤ ,positive
oui merci gentilmec et toi,positive
Si mon tactile est en crise diablotin,negative
vitaa1: der roho machafech aajbeto taawadi,neutral
joue pas sur les mots .. t'en a parler au dessus,negative
Speedd makenech skhana f la plage,neutral
grand mere,neutral
tu es  bien fêlé toi aussi Insomnie,negative
ce fut un plaisir de vous instruire,positive
et y'a 5 sons dedans,neutral
!noir Guest43051 interdit ici,negative
ba si ils ne bossent pas ce sera délocalisation de ton entreprise,negative
Je sais pas ou c'est le PV privé,neutral
pupuce: pas bien mais je serais qui pour juger lol,negative
killbill non je crois pas,negative
J ss ta grd soeur nn New-man,negative
Speedd bien et toi,positive
bsr Makeuo21,positive
chouloupiminette ca va?,positive
"ah attends Belkacem|Abs... euh... non, rien.",negative
adage ad3ili  nelqa li nhabha,neutral
"Homelander a le corps qui bouge et aimerait inviter Aaliyah à danser, serrés l'un contre l'autre ヘ( ^o^)ノ\(^_^ )",positive
!tendresse DialoguerSimplement,positive
Bjr choupettenopv cv ma belle,positive
Elinea cc,neutral
Il fait frisquet mais je met le ventilateur pour avoir davantage froid...,negative
killbill:,neutral
alt+F4.,neutral
prolongation espagne italie,negatif
Un bisous,positive
Nn Inno ,neutral
speedd: 3ajbetni la mort l'évite,negative
et il est quoi sympa et fumeur de cigare,neutral
!voice bueno4,neutral
"tu l'as déjà dis, Makeuo21, mdr",negative
Bonsoir,positive
 DialoguerSimplement prend new-man dans ses bras et lui fait un énorme calin ❤❤❤,positive
hhhhhhhhhhhhhhhhhhhhhh,positive
twinsen: :p,neutral
un Grizzly- pourtant c'est une sacrée bête,neutral
qu'est ce que c'est mort,negative
Adage ta foto je peux sur pv la voir,neutral
Anya pousse speedd dans la piscine pour s'en débarasser! PLOUF !!!  ._.·´¯(_..·´¯(_ t(>.<t)..·´¯(_..·´¯(.,negative
ca va,positive
c un poete Elolo tu le reconnaitra en le croisant ;),positive
il suffis alors d'écouter ses propres opinions,neutral
non Desesperance,negative
diablotin:  bonjour,positive
si heureusement kAyzO,positive
bonsoir ya des filles pour un pv,neutral
new-man dit un grand Bonjour ou Bonsoir à KnuX ! ヽ(•‿•)ノ,positive
"je n'ai  jamais essayé à la graisse de canard, hannibal-smith76",negative
Inno j allais le dire,neutral
je vais essayer xd,positive
Imen a un de c est jour,neutral
" ℹ️ [ INFO Chaat.fr ] ℹ️ : Pour tout signalement(¬_¬) , n'hésitez pas à remplir le formulaire ✉ ✍ ➤ https://support.chaat.fr/signalement",negative
tss tsss,negative
TiteSeve kissssssss,positive
https://youtu.be/EtuR8cgv2Nw,neutral
penses tu qu on aura droit a un morceau de gateau d eurasienne,positive 
ah mdr Mamy,positive
walah la rgadtou lila,neutral
Babycrew en 98 match truqué,negative
salut Tess_,positive
et quoi kAyzO tu es fermé au débat et aux autres visions du monde? ou je dos me soumettre à tes idée?,negative
Salut  babycrew1,positive
wantfunwithgirl : salam,positive
Je vient chez toi,neutral
YouTube Echo Sessions 31 - Asheville Busking Legends - Fly By Night Rounders - Whole Set par Iam AVL (durée: 52:49) - Vue(s): 539487,neutral
Bonsoir à tous :),positive
Chatte:,neutral
Fati regarde ton pv,neutral
C est mignon,positive
ah dsl,positive
https://www.youtube.com/watch?v=ZlGhBWq68kU,neutral
karim23: salam ,positive
Mamy se vide un seau d'eau froide sur la tête. Tu as trop chaud Mamy ? ,neutral
roh Vladcarstein,neutral
ou  sa vitaa,neutral
Bonjour Baztou33_grr,positive
TiteSeve >> est alèze...,negative
ay lik skype,neutral
kisss pipoune :),positive
Bonsoir,positive
toto: ghdwa nchlh sbah aala 16.00 taa laachya ok,neutral
mdrr,positive
Et jai mm pas droit à mon bisou Vladcarstein jsuis déçue,negative
hhhh,positive
"Bonsoir a6vous, moi c est callie",positive
Adage ma porte et ouvert vient me la apprendre,positive
bonjour Valentina Grizzly-  liza17,positive
ca va illbill,positive
"on se fait soîgner, ne t'inquiête pas trop pour nous..",positive
Le_Seigneur_Des_Tomb ouiii Billie elle le sort le 31 et askip TheWeeknd va aussi sortir un album je suis archi content,positive
😋 comme moi non speedd,positive
je m'y suis pas nteressee car je regarde pas les eimissions avec lui,negative
!calin,positive
lol Musa c était marrant non ;),positive
"moi,c",neutral
non il y avait un para tonnerre chipie,negative
Cc cindy8640,positive
je parle meme pas de l'odorat,negative
كمال الايمان  و الايمان الكامل,neutral
Et vaut mieux pas.,negative
voilà,neutral
mlleflerina t'es une chaudasse,negative
Salam,positive
on parle avec plusieurs personnes simultanément?,neutral
tu as bien raison Tess_,positive
nanala,neutral
y a pas de panneau,negative
!kiss Manell93,positive
Salut,positive
lolol MvsConeX,neutral
p grelowa  fomhga kbir,neutral
ignore labrune,negative
Moscoo انا بقدرشي اكون كذلك,neutral
w slm,positive
Ah c cher,negative
perlea: besmalah,positive
 new-man prend DialoguerSimplement dans ses bras et lui fait un énorme calin ❤❤❤,positive
speedd re,positive
non gratuit H-Lamberty,positive
واش دير بواحد فقير عقلا ومالا,neutral
pas tous killbill,negative
"Bien sur killbill, si tu t'occupes de la musique on devrait pas trop mal s'entendre sur la route.",positive
Unknown: bière nn lol,negative
YouTube Aime Moi Je t'Aime Enrico Macias Avec Paroles par Yacine Bouzeghaia (durée: 3:21) - Vue(s): 260580,neutral
!embrasse HamsterJovial,positive
je vais bientot reprendre un efferalgan,negative
ChoupetteNoPV t'aime de tout son coeur new-man ! DéClaration devant vous sur #algerie ! (Ɔ ˘⌣˘)♥(˘⌣˘ C),positive
chipie:  bise,positive
ah on va marier ARRETEZ_DE_ME_BANNIR avec Moderatrice_des_toilettes de beaux boulets !,negative
resister,positive
très bien merci Candice,positive
c'est pas des sons de moi,negative
ah bon ? Massss quoi donc ?,neutral
Le_Seigneur_Des_Tombes voilà une saison qui me correspond bien,positive
Ok merci,positive
Perso j'peux pas,negative
3ème bisous de choupettenopv aujourd'hui 🙂😂,positive
love generatiooon yééé yééé yéé yéééé,positive
lol Desesperance j'ai tout mangé!,neutral
20 seconde pour commencer à parler,neutral
ça met dans la vibe,positive
اذا مش حلوين عالاقل لازم ادب,negative
😂😂😂😂 speedd,positive
les boumboums,positive
Monpere est la bye a plus,neutral
les medocs trop fprts ^pssobme mpm,negative
t uas du redouble du coup mdr Davros mdr,negative
hhhhhhhh,positive
salut,positive
C'est koi ça c'est une blague,neutral
"adage  ad3ili  nelqa trik  drahem  lol  al haq bayen,",neutral
New-man ywdi tzawj 20 ida gdert 😂,positive
hhhhhhhhhhhhhhhhhhhhhhhhhhhhh,positive
Ah j'ai enfin réussi à mettre ma photo sur mon ordi mdrrr,positive
bsr marie,positive
Imen:  mechi wahdi maa une belle princesse  tekhdem fla banque mdr,positive
hello Lolotte44,positive
OkitooSd ah d'accord,positive
wahrani31:  hmdoulah khouya wenta,neutral
mdrr elle es toujours la bolbol 😂✌️,positive
Le cimetière  de l'amour,negative
C est pas le foot qui va me faire pleurer lol,negative
ça chauffe,negative
Arabica:  le salon est entre tes mains de macon hhhh,positive
"Minato57, Salut",positive
"Chaat.fr - n°32490  Aujourd'hui, je passe mon permis pour la troisième fois. Arrivée au bout du parcours, je suis plutôt satisfaite de moi et l'inspecteur me fait comprendre que cette fois-ci, c'est la bonne. Euphorique, je sors en furie. Et bim, le cycliste dans la portière. Et bim, le permis pour la quatrième fois. VDM ",negative
Quick_:  Salam,positive
aya slm,positive
hannibal-smith76|venere:  part pas les mains vident prend mon mug XD,neutral
toto: gaa nsalo f had lbled hhh,neutral
pou dominos pizza,neutral
tralalala carpediem1,positive
Ahhhh,positive
Samedii hhhhhhhhh ana muslima,positive
Bonjour tous le monde,positive
EURA SES INSULTES NAUSEABONDES,negative
samedii: nchlh tetryguel omor,neutral
vivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa italia MAaTriix hihihih!,positive 
"Forseti: Non moi j'aime troller, draguer des filles pour les jeter, ah et surtout les trains et les robots !",negative
new-man fait un énorme Kiiiiisss à targit,positive
on va prendre le cas de l'ibuprophène,neutral
bonjour,positive
tu  joues bien du piano,positive
Bonsoir Faust,positive
Bah parce que je m'appelle pas Chauve-souris :'),positive
speedd: Rebi ikhalik hbibna,neutral
mdrrrrrrrr nasia 😂😂😂😂😂😂😂😂😂😂😂,positive
xD je rigoles x: ,positive
Bsr babycrew bisou,positive
Cc Lydie,positive
Imen: alach hsebtini  celibataire lol,negative
Unknown slm,positive
toto: 😜,positive
Salamo le monde est construis bien avec ma famille masha allah hahha xD,positive
Fille pour priver ? :p,positive
Adage cava bien ?,positive
chaoui speedd ?,neutral
bonne nuit Elolo :),positive
PoPeYe:  mdrr chez le traiteur mdrrrr,positive
Passager hhhhhhhhh,positive
nass (Chaat@EFB92DDF.E7F8E7B6.90D730FB.IP) a été vu pour la dernière fois quitter #Accueil il y a 58 minutes (Bon retour sur www.chaat.fr).,negative
Mes 3 canapés se portent bieng Terre-Hermess!,positive
ca va comment pipoune ?,positive
haha c'est bon speedd j'ai compris la def,positive
toto bien hmd et toi,positive
Des gens sur Toulouse pour discuter ?,neutral
Vive massi imen,positive
Elisa (Chaat@7F41E601.4542ED0E.BE3EA212.IP) a été vu pour la dernière fois quitter #Ados il y a 2 heures (Bon retour sur www.chaat.fr).,negative
Mona c'est ma pote elle m'aide à faire les sons,positive
basseme:  arwah matez3afch,neutral
li troh o tkhalini  nchalah tetalaq,neutral
nakol rassek,neutral
Babycrew:  slt,positive
Samedii نحن نوهم انفسنا اننا احببنا شخص فالغالب لكن فالحقيقة شيء اخر,neutral
hello  babycrew,positive
bisous chipie tu vas bien,positive
!seau Belkacem|dz,neutral
sahabna w hbibna hamzup,neutral
Unknown nchlh,neutral
oui shannon celib,positive
العقل هو الغنى,positive
 Homelander prend Aaliyah dans ses bras et lui fait un énorme calin ❤❤❤,positive
"Tramontane, voilà x: même au taff les plus jeunes lache pas leurs tel pendant le boulot certain en kit main libre à discuter et taffer en même temps c'est n'imp ",negative
Heuyyy,neutral
Vladcarstein:  elle est ban,negative
Unknown:  ah ta cahngé de mode deja !,neutral
Samedii,positive
j'ai pas compris ton msg ? Babycrew,negative
Arabica:  hhhh lotf,positive
mais le mariage n'a jamais été lié à l'amour,negative
mais c'est calme,neutral
Oups,negative
Par un mec qui vit chez sa daronne à 40 balais,negative
Feriel: kch film wala seri,positive
!seen louloute,neutral
!canard1 new-man,neutral
alors Le_Seigneur_Des_Tomb,neutral
Nn sympa,neutral
chipie:  pas grave ca lol,positive
je ne sais pas kAyzO ca mfait les premiers jours gris j'ai pas de repères sans le soleil,negative
Belkacem|Abs: ok,neutral
fait*,neutral
Adage: ah ok,positive
"Le_Seigneur_Des_Tombes Oui je me disais aussi, moi je suis pressé que l'été passe rien que pour ça bien qu'il fasse frais en ce moment...",neutral
Solitaire42 Salam,positive
il est incr,positive
HamsterJovial >> c et un coup de batte que Kipsi aime lol,negative
"hannibal-smith76 offre une bonne tasse de _C_] _a_] _f_] _é_] toute chaude à chipie >> Un peu de lait, du sucre ? ",neutral
"Bonsoir, je vous remercie pour la musique",positive
اللهم لين قلوبنا,neutral
"Chaat.fr - n°32174  Aujourd'hui, comme chaque matin, le réveil est assez difficile et je suis encore à moitié endormi. Je prends mon caleçon pour le mettre au panier à linge. Au lieu de ça, j'ai ouvert mes volets et l'ai lancé par la fenêtre. Il a atterri dans le jardin de ma voisine. VDM ",negative
bonne nuit babycrew,positive
"bigoook1, MDR ",positive
The_Swing: partout partout ?,neutral
Mdrrrrrrrrrrr,positive
"Tramontane, mais argeles c'est bcp pour la fête un peu que genre colliour c'est plus pour restau visite ballade ",neutral
"Tramontane, le moin cher c'est argeles sinon palavas les flow cher aussi et st cyprien ça se vaut",neutral
faut faire attention c'est tout,neutral
bakii ,neutral
les anglais ils vont faire comme les belges,neutral
après on se débarrasse de nos béquilles pour penser par nous mêmes,positive
"Chaat.fr - n°38629  Aujourd'hui, j'ai oublié d'effacer ""c'est quoi la réponse à la question 2 ?"" adressé à ma voisine de droite écrit sur ma copie de bac blanc. VDM ",neutral
perlea: tu compren lalman c b1 hhh,positive
labes b khir hamdoullilah ouenti? Nasia,positive
bref,neutral
te fait pas manipuler par cet enculé de inno,negative
justeeen: cc,neutral
pipoune: si si je suis une espèce protégée :o,positive
"Chaat.fr - n°259590  Aujourd'hui, mon mari, aux toilettes pour la grosse commission, n'a plus de papier. Il me demande de lui ramener des mouchoirs en papier, ce que je fais. Quelques secondes après, je l'entends crier. C'était des mouchoirs à l'eucalyptus. VDM ",negative
coucou chipie :),positive
Ya 9awm 🤣,positive
Je trouve 6 réponses à votre demande. Voici les 5 plus récentes (dans l'ordre): kader31|l-o-l kader31|abs kader31 yazidd yaris_|abs. kader31|abs (Chaat@63AB3C0C.2656E219.D43110A.IP) a été vu changer de nick pour kader31|l-o-l sur #algerie il y a 4 minutes.,positive
à armes égales je parie sur Xavier,neutral
cherche orgasme,negatif
hhhhhhhhhhhhhhhhhh,positive
oui linda et toi,positive
un Café ça ira noir sans sucre,neutral
j'ai pas mis ma jupe rose,negative
Little_Ch33ky faux trouver deja,neutral
amin ya khoo,neutral
pipoune:  ça rien donnée,negative
Llool,positive
"Cindys-o-u-m-i-s-e, Aurevoir",positive
Adage dans l'informatique centre professionnel toi,positive
c'est pas le moment du pipi le match n'est pas fini,neutral
OkitooSd: CV الحرارة لاتطاق,neutral
Jessica tu es un bot,negative
pipoune:  oui jai vue merci c'est gentill,positive
 bien,positive
said55 goss garmet,neutral
Unknown non non ça va 👍🏼,positive
Inno  prendre un ou une assistant (e),neutral
"Non la meuf c'est jodie foster, elle a fait son temps.",negative
هههههههههههههههه,neutral
https://fr.wikipedia.org/wiki/Klaus_Barbie,neutral
Merci ayah,positive
"Ayah|OnAir: d'accord, quand tu aura du temps on essaie Radioboss",positive
j'ai horreur des alcooliques,negative
prolongation,negative
re 😁,neutral
OkitooSd: mrci bro,positive
Be chfa 3lik dybala,neutral
"mais la seductrice, c est endormi comme une ptite vieille sur son fauteuil Mamy ll",negative
Salamo commet faire pour avoir un seul visage ?,neutral
salut nawel,positive
de quoi en auto-medication caconcerne uniquement les symptômes anodins c'est à la portée de toutes responsabilités Tramontane,neutral
