channel;sequence;default label;default score;camembert label;camembert score;label
#accueil;mdrr bah voyons stage;NEGATIVE;0,9164;NEGATIVE;0,7132;NEUTRAL
#accueil;Et Mont saint aignan;POSITIVE;0,7808;NEGATIVE;0,6708;NEUTRAL
#accueil;Et du fitching;NEGATIVE;0,9937;NEUTRAL;0,5467;NEUTRAL
#accueil;TiteSeve >> fait collection de canapés ??;NEGATIVE;0,9754;NEGATIVE;0,9259;NEUTRAL
#accueil;Fighting spirit;NEGATIVE;0,8656;NEUTRAL;0,6365;POSITIVE
#accueil;J'ai un grand salon Terre-Hermess! :o;POSITIVE;0,9846;POSITIVE;0,7914;POSITIVE
#accueil;Hello;POSITIVE;0,9995;POSITIVE;0,7939;POSITIVE
#accueil;cool TiteSeve;NEGATIVE;0,9979;POSITIVE;0,7164;POSITIVE
#accueil;Et ca mange des puddings;NEGATIVE;0,9743;NEGATIVE;0,8442;NEUTRAL
#accueil;ma chere killbill vous revez;NEGATIVE;0,9828;POSITIVE;0,7347;NEGATIVE
#accueil;pourquoi personne ne veut me parler ?;NEGATIVE;0,9022;NEGATIVE;0,8719;NEGATIVE
#accueil;bonsoir Bilbon;NEGATIVE;0,6837;POSITIVE;0,8295;POSITIVE
#accueil;m'enfin reste Belkacem|dz, je te promets que Lorem ne recommencera plus :s;NEGATIVE;0,9;NEUTRAL;0,5174;NEUTRAL
#accueil;jamais éveillée hannibal-smith76|venere mdrrr;NEGATIVE;0,9724;NEGATIVE;0,8619;NEGATIVE
#accueil;bonsoir Bilbon (le hoquet?);NEGATIVE;0,9794;NEUTRAL;0,5307;POSITIVE
#accueil;Une petite séance de tirs aux buts;NEGATIVE;0,6799;NEGATIVE;0,9681;NEUTRAL
#accueil;bonsoir chuchoteur :);NEGATIVE;0,7075;POSITIVE;0,8179;POSITIVE
#accueil;Je vous laisse passer une bonne soirée puis une bonne nuit;NEGATIVE;0,9571;NEGATIVE;0,695;POSITIVE
#accueil;de meme Brune;POSITIVE;0,9915;NEUTRAL;0,5257;POSITIVE
#accueil;Bilbon meilleur pseudo du jour;NEGATIVE;0,9858;NEUTRAL;0,6138;POSITIVE
#accueil;Tel ?;NEGATIVE;0,9732;NEUTRAL;0,5893;NEUTRAL
#accueil;bonne soirée Brune;NEGATIVE;0,8305;NEUTRAL;0,566;POSITIVE
#accueil;Merci chuchoteur killbill;NEGATIVE;0,9906;POSITIVE;0,773;POSITIVE
#accueil; ℹ️ [ INFO Chaat.fr ] ℹ️ : Tapez !radio pour avoir les liens de vos DJ préférés ♫♬♪, ou Activez le player en bas de page sur les boutons: ▶│┄ ᴧ;NEGATIVE;0,9843;NEUTRAL;0,5834;NEUTRAL
#accueil;Je te dois d'être sur le sommet ma killbill?;NEGATIVE;0,9884;NEUTRAL;0,5718;POSITIVE
#accueil;TiteSeve:  je t'ai répondu en pv;NEGATIVE;0,8097;NEUTRAL;0,5624;POSITIVE
#accueil;Danemark je vous le dis c est a eux le trophée lol;NEGATIVE;0,9735;NEGATIVE;0,8158;POSITIVE
#accueil;bonne nuit brune;NEGATIVE;0,6691;NEUTRAL;0,6215;POSITIVE
#accueil;oui ma TiteSeve;NEGATIVE;0,9048;NEUTRAL;0,6263;POSITIVE
#accueil;Hello;POSITIVE;0,9995;POSITIVE;0,7939;POSITIVE
#accueil; Bonsoir  Linda;POSITIVE;0,9914;POSITIVE;0,7744;POSITIVE
#accueil;Moi j attend les pleurs des italiens avant d aller me coucher;NEUTRAL;0,5589;NEGATIVE;0,8502;NEGATIVE
#accueil;Merci à toi aussi Hannibal-smith76 venere;NEGATIVE;0,9534;POSITIVE;0,7895;POSITIVE
#accueil;LoL stage tu vas attendre longtemps;NEGATIVE;0,8822;NEGATIVE;0,9729;NEGATIVE
#accueil;Little_Doolx3 salut;NEGATIVE;0,9951;POSITIVE;0,6723;POSITIVE
#accueil;Bille jean;POSITIVE;0,8842;NEUTRAL;0,5338;NEUTRAL
#accueil;Vu hannibal-smith76|venere :);NEGATIVE;0,8424;NEUTRAL;0,6144;NEUTRAL
#accueil;il faudra que ce soit toi qui pleures mdrrr;NEGATIVE;0,9529;NEGATIVE;0,8038;NEGATIVE
#accueil;Une demi heure;POSITIVE;0,981;NEGATIVE;0,9346;NEUTRAL
#accueil;Duotrio salut;NEGATIVE;0,7666;POSITIVE;0,7098;POSITIVE
#accueil;Billie jean;POSITIVE;0,9988;NEUTRAL;0,6011;NEUTRAL
#accueil;bonsoir Linda;POSITIVE;0,9931;POSITIVE;0,7079;POSITIVE
#accueil;Linda hello cv;POSITIVE;0,9961;NEUTRAL;0,6006;POSITIVE
#accueil;bonsoir Duotrio;POSITIVE;0,712;POSITIVE;0,8511;POSITIVE
#accueil;stage les italiens vont marquer avant la demi heure t inquiète;NEGATIVE;0,9656;NEGATIVE;0,9165;POSITIVE
#accueil;Salut Linda;NEGATIVE;0,9372;POSITIVE;0,7024;POSITIVE
#accueil;mdrrr;NEGATIVE;0,9476;NEGATIVE;0,7822;POSITIVE
#accueil;Moi je ne pleure que si une fille me brise le cœur;NEGATIVE;0,7778;NEGATIVE;0,7648;NEGATIVE
#accueil;lol l'espagne oui;NEUTRAL;0,6187;POSITIVE;0,7396;NEUTRAL
#accueil;Tout le monde va bien?;NEGATIVE;0,7527;POSITIVE;0,7718;POSITIVE
#accueil;allez les italiens;POSITIVE;0,9908;NEUTRAL;0,6226;POSITIVE
#accueil;oh je pensais l avoir fait stage mdrrr;NEGATIVE;0,9469;NEGATIVE;0,7768;NEUTRAL
#accueil;bonsoir;POSITIVE;0,9956;POSITIVE;0,7501;POSITIVE
#accueil;C est pas le foot qui va me faire pleurer lol;NEUTRAL;0,6334;NEGATIVE;0,875;NEGATIVE
#accueil;Linda  slt;NEGATIVE;0,9994;POSITIVE;0,7682;POSITIVE
#accueil;killbill:  ?;NEGATIVE;0,9932;NEUTRAL;0,54;NEUTRAL
#accueil;Bon bon bon..;POSITIVE;0,9972;NEUTRAL;0,5384;NEUTRAL
#accueil;Massss ?;NEGATIVE;0,9785;NEGATIVE;0,6798;NEUTRAL
#accueil;killbill:  non rien;NEGATIVE;0,9868;NEGATIVE;0,8911;NEGATIVE
#accueil;Toi killbill tu me fais pleurer quand tu me fouettes;NEGATIVE;0,98;NEUTRAL;0,5541;NEGATIVE
#accueil;tss tsss;NEGATIVE;0,9118;NEUTRAL;0,5124;NEGATIVE
#accueil;mdrr stage;NEUTRAL;0,6243;NEUTRAL;0,6285;POSITIVE
#accueil;oui linda et toi;NEUTRAL;0,5563;POSITIVE;0,8454;POSITIVE
#accueil;Hahaha killbill;NEGATIVE;0,9961;NEUTRAL;0,6368;POSITIVE
#accueil;je dois m'habiller, je vais rejoindre mon gars encore;POSITIVE;0,8436;NEGATIVE;0,7628;NEUTRAL
#accueil;encore ?;NEGATIVE;0,9848;NEGATIVE;0,8173;NEGATIVE
#accueil;bah je l'ai vu hier;NEGATIVE;0,9312;NEUTRAL;0,6322;POSITIVE
#accueil;Hum...;NEGATIVE;0,9944;NEGATIVE;0,8682;NEUTRAL
#accueil;enfin cette nuit;POSITIVE;0,8461;NEUTRAL;0,5433;NEUTRAL
#accueil;Bne soirée broken;NEGATIVE;0,9983;POSITIVE;0,8083;NEUTRAL
#accueil;donc là j'y revais;NEGATIVE;0,8903;POSITIVE;0,9483;POSITIVE
#accueil;Au pire des cas les italiens perdront contre les anglais;NEUTRAL;0,5779;NEGATIVE;0,8141;NEGATIVE
#accueil;donc c'est encore une fois;POSITIVE;0,7242;NEGATIVE;0,7956;NEUTRAL
#accueil;Chaat.fr - n°38328    Aujourd'hui, j'ai bêtement rougi quand ma prof de saxo m'a dit que j'avais un bel instrument. VDM ;NEGATIVE;0,9729;NEGATIVE;0,8188;NEUTRAL
#accueil;bah oui Massss c est trop !;NEGATIVE;0,9743;NEUTRAL;0,5047;NEGATIVE
#accueil;fais toi désirer un peu;NEGATIVE;0,9175;NEGATIVE;0,7784;NEUTRAL
#accueil;mdrrr;NEGATIVE;0,9476;NEGATIVE;0,7822;POSITIVE
#accueil;killbill:  de quoi trop ?;NEGATIVE;0,997;NEGATIVE;0,9248;NEUTRAL
#accueil;mdrrr;NEGATIVE;0,9822;NEGATIVE;0,6814;POSITIVE
#accueil;je me suis fait désirer dimanche;NEGATIVE;0,9697;NEGATIVE;0,9109;NEUTRAL
#accueil;il voulait me voir, je lui ai dit non;NEGATIVE;0,6805;NEGATIVE;0,7281;NEGATIVE
#accueil;LoL Massss;NEGATIVE;0,9669;NEUTRAL;0,542;POSITIVE
#accueil;Du Michel le-grand  bien aussi non ? PetitPierre|Happy-Days|On-AiR;POSITIVE;0,9988;POSITIVE;0,7948;NEUTRAL
#accueil;Merkiiiiiiiiiiiii ma killbill <3;NEGATIVE;0,9742;POSITIVE;0,7687;POSITIVE
#accueil;Moi c est le but des espagnols qui se fait désirer;NEGATIVE;0,8318;NEGATIVE;0,8569;NEUTRAL
#accueil;ils ont  chaud les italiens;POSITIVE;0,8525;NEUTRAL;0,6269;POSITIVE
#accueil;mdrr TiteSeve j allais dire merci de quoi;NEGATIVE;0,9947;NEGATIVE;0,7554;NEGATIVE
#accueil;killbill:  j'ai appris un truc;NEGATIVE;0,954;NEUTRAL;0,6166;POSITIVE
#accueil;TiteSeve bsrrrr;NEGATIVE;0,9922;NEUTRAL;0,6544;POSITIVE
#accueil;Rire ma killbill;NEGATIVE;0,9757;NEUTRAL;0,5025;POSITIVE
#accueil;J aime pas trop Romantiqua hélas ...;NEGATIVE;0,9532;NEGATIVE;0,9887;NEGATIVE
#accueil;ah bon ? Massss quoi donc ?;NEGATIVE;0,9895;NEGATIVE;0,8797;NEUTRAL
#accueil;Bonsoir;POSITIVE;0,7129;POSITIVE;0,8371;POSITIVE
#accueil;Grrrrr PetitPierre|Happy-Days|On-AiR;POSITIVE;0,9987;NEUTRAL;0,5335;NEGATIVE
#accueil;Bisous miss Romantiqua :);NEGATIVE;0,9968;NEUTRAL;0,6233;POSITIVE
#accueil;c'est quoi le titre de la chanson;NEUTRAL;0,6053;NEGATIVE;0,9618;NEUTRAL
#accueil;TiteSeve kissssssss;NEGATIVE;0,985;POSITIVE;0,7484;POSITIVE
#accueil;killbill:  .... le sexe en EHPAD ne se pratique qu'entre adultes qu'ont cent ans;NEGATIVE;0,9767;NEGATIVE;0,8183;NEUTRAL
#accueil;Romantiqua bonsoir;POSITIVE;0,8598;NEUTRAL;0,5311;POSITIVE
#accueil;la prochaine fois je te préviens avant ma TiteSeve mdrrr;NEGATIVE;0,9605;NEGATIVE;0,8738;POSITIVE
#accueil;Sihem re :);NEGATIVE;0,9141;POSITIVE;0,6675;POSITIVE
#accueil;loll Massss;NEGATIVE;0,9855;NEUTRAL;0,5629;POSITIVE
#accueil;Sihem cc;POSITIVE;0,7959;NEUTRAL;0,6603;NEUTRAL
#accueil;Rire ma killbill, à ta guise!;NEGATIVE;0,9849;NEGATIVE;0,7334;POSITIVE
#accueil;Terre-Hermess, tu dors?;NEGATIVE;0,9827;NEGATIVE;0,7439;NEUTRAL
#accueil;Ben nan;NEGATIVE;0,9729;NEGATIVE;0,8731;NEGATIVE
#accueil;Tu me fais pleurer  PetitPierre|Happy-Days|On-AiR :(;POSITIVE;0,9966;NEUTRAL;0,5551;NEGATIVE
#accueil;Bonsoir poutre tu es dans le domaine du bâtiment ?;NEGATIVE;0,975;NEUTRAL;0,53;NEUTRAL
#accueil; ♪♪♫♫♫ On Ecoute 🎧 Disha|DiaL-MuSic|OnAiR KarantezTener|Etincelles|OnAir Maude2b|US-Route-66|OnAir En live ! Faites !radio pour avoir les liens des Radios de vos DJ ! ou Activez le player en bas de page sur les boutons :▶│┄ ᴧ;NEGATIVE;0,9809;POSITIVE;0,9021;NEUTRAL
#accueil;ha badnick4808 c'est sexy aussi;NEGATIVE;0,9466;POSITIVE;0,8383;POSITIVE
#accueil;Merciii killbill;NEGATIVE;0,9835;NEUTRAL;0,6024;POSITIVE
#accueil; ♪♪♫♫♫ On Ecoute 🎧 PetitPierre|Happy-Days|On-AiR Zeux||Smile-RaDio|On-Air En live ! Faites !radio pour avoir les liens des Radios de vos DJ ! ou Activez le player en bas de page sur les boutons :▶│┄ ᴧ;POSITIVE;0,8185;POSITIVE;0,8896;NEUTRAL
#accueil;Terre-Hermess Tu es Benjamin Button?;NEGATIVE;0,938;NEUTRAL;0,6015;NEUTRAL
#accueil;merci killbill :);NEGATIVE;0,9859;POSITIVE;0,7637;POSITIVE
#accueil;Non, futon;NEGATIVE;0,9887;NEGATIVE;0,8085;NEGATIVE
#accueil;les italiens souffrent lol;POSITIVE;0,6952;NEGATIVE;0,6962;NEGATIVE
#accueil;!fouet Terre-Hermes;POSITIVE;0,7542;POSITIVE;0,6914;NEGATIVE
#accueil;TiteSeve fouette vigoureusement Terre-Hermes. T'aime ça coquin(e) hein ===~~~~~~;NEGATIVE;0,9728;POSITIVE;0,7425;NEGATIVE
#accueil;ça chauffe hannibal-smith76|venere mdrrr;NEGATIVE;0,9842;NEGATIVE;0,6915;NEGATIVE
#accueil;y a pas de panneau;POSITIVE;0,9956;NEGATIVE;0,9018;NEGATIVE
#accueil;ça chauffe ça chauffe;NEUTRAL;0,5625;NEUTRAL;0,5307;NEGATIVE
#accueil;Little_Ch33ky tu me tue;NEGATIVE;0,9871;NEGATIVE;0,8051;NEGATIVE
#accueil;(rien d'original mais ça soulage (comme le peintre);NEGATIVE;0,8975;NEGATIVE;0,9686;POSITIVE
#accueil;Sans aucun prétexte;NEGATIVE;0,9849;NEGATIVE;0,9873;NEUTRAL
#accueil;une soirée sans insultes la non je reve :);NEGATIVE;0,9779;NEUTRAL;0,503;POSITIVE
#accueil;Comment te dire adieu;NEGATIVE;0,7916;NEUTRAL;0,633;NEGATIVE
#accueil;Little_Doolx3:  ah oui ? Mince... Trouve un joli garçon pour te réssuciter :o Bouche à bouche et tout;NEGATIVE;0,9869;NEGATIVE;0,8856;POSITIVE
#accueil;oulalala c'est la décadanceuuuh;NEGATIVE;0,9252;NEGATIVE;0,9747;NEGATIVE
#accueil;Ailleuuu mes mollets !;NEGATIVE;0,971;NEUTRAL;0,6273;NEGATIVE
#accueil;Tout arrive LeRebelle ^^;POSITIVE;0,7795;NEUTRAL;0,5039;POSITIVE
#accueil;inno tu es la;NEGATIVE;0,8865;POSITIVE;0,7317;NEUTRAL
#accueil;faut croire TiteSeve;NEGATIVE;0,7171;NEUTRAL;0,5986;POSITIVE
#accueil;se sont entretués ou je reve;POSITIVE;0,723;NEGATIVE;0,7684;NEGATIVE
#accueil;Salam;NEGATIVE;0,9875;POSITIVE;0,7012;POSITIVE
#accueil;ah oui ils regardent le foot;NEUTRAL;0,5021;NEGATIVE;0,7501;NEUTRAL
#accueil;super;POSITIVE;0,9988;POSITIVE;0,9872;POSITIVE
#accueil;Little_Ch33ky faux trouver deja;NEGATIVE;0,9917;NEGATIVE;0,782;NEUTRAL
#accueil;mlleflerina t'es une chaudasse;NEGATIVE;0,6768;NEGATIVE;0,8142;NEGATIVE
#accueil;Derrière un client je saurais mieux comment te dire adieu;NEGATIVE;0,9523;NEGATIVE;0,9757;NEGATIVE
#accueil;tu es commerciale?;NEGATIVE;0,9851;NEGATIVE;0,7687;NEUTRAL
#accueil;Bonsoir a toutes et a tous;POSITIVE;0,9627;POSITIVE;0,8169;POSITIVE
#accueil;looping|222 T'es réducteur!;NEUTRAL;0,5755;NEGATIVE;0,9788;NEGATIVE
#accueil;pr une fois j entendrais pas les klaxons vu la france eliminee lol;NEGATIVE;0,9311;NEUTRAL;0,533;NEGATIVE
#accueil;lol pas faux titelive;NEGATIVE;0,9977;POSITIVE;0,7426;POSITIVE
#accueil;bonsoir Jeremiiii;NEGATIVE;0,8637;NEUTRAL;0,6207;POSITIVE
#accueil;Little_Doolx3: je pense que looping|222 est l'homme de la situation, il m'a l'air d'être un grand pouete;NEGATIVE;0,9876;NEUTRAL;0,5092;POSITIVE
#accueil;oui je maitrise bien la langue de molière;NEGATIVE;0,8135;POSITIVE;0,7928;POSITIVE
#accueil;je confirme;POSITIVE;0,7567;POSITIVE;0,8502;POSITIVE
#accueil;Hello;POSITIVE;0,9995;POSITIVE;0,7939;POSITIVE
#accueil; ℹ️ [ INFO Chaat.fr ] ℹ️ : Envie de faire partie des radios sur la playlist de l'interface de t'chat? ♫♪.ılılıll|̲̅̅●̲̅̅|̲̅̅=̲̅̅|̲̅̅●̲̅̅|llılılı.♫♪ Faites en la demande sur ☞ https://support.chaat.fr/partenariat-radio :o) Enjoy !(>‿◠)✌;POSITIVE;0,9619;POSITIVE;0,9203;NEUTRAL
#accueil;Wouawou ca existe encore caramail lol;NEGATIVE;0,9786;NEUTRAL;0,6549;POSITIVE
#accueil;ça chauffe;NEUTRAL;0,5632;NEGATIVE;0,6935;NEGATIVE
#accueil;heu looping;NEGATIVE;0,9887;NEUTRAL;0,6419;NEUTRAL
#accueil;Bonsoir ici;NEGATIVE;0,9168;POSITIVE;0,6812;POSITIVE
#accueil;grenade grenade;NEGATIVE;0,9944;NEUTRAL;0,5481;NEGATIVE
#accueil;Pas titelive suis pas si violente looping|222, TiteSeve suffira ^^;NEGATIVE;0,9886;NEGATIVE;0,7118;POSITIVE
#accueil;vs etes énormes ici sur les fautes;NEGATIVE;0,9549;NEUTRAL;0,5043;NEGATIVE
#accueil;Satanas lol PetitPierre|Happy-Days|On-AiR ça ma manqué lol;NEGATIVE;0,8283;NEGATIVE;0,7119;NEGATIVE
#accueil;mais t'es pas net baptiste;NEUTRAL;0,6147;NEUTRAL;0,5224;NEGATIVE
#accueil;il se trouve que le seigneur m'a élevé à un haut rang pour me donner un point de vue supérieure sur son royaume;NEGATIVE;0,8637;NEUTRAL;0,5639;NEGATIVE
#accueil;hello;POSITIVE;0,9995;POSITIVE;0,8056;POSITIVE
#accueil;tu es la sève de la jeunesse Tite;NEGATIVE;0,9472;NEUTRAL;0,5943;POSITIVE
#accueil;le seigneur quel seigneur;POSITIVE;0,8819;NEUTRAL;0,6345;POSITIVE
#accueil;Little_Ch33ky;NEGATIVE;0,9882;NEUTRAL;0,569;NEUTRAL
#accueil;looping|222 le seigneur;NEGATIVE;0,9736;NEUTRAL;0,632;POSITIVE
#accueil;Condoléance looping|22;NEGATIVE;0,9807;NEGATIVE;0,7704;NEGATIVE
#accueil;ben le canon moral supérieur;POSITIVE;0,9553;NEGATIVE;0,7974;POSITIVE
#accueil;Avec moi tu vas pas être déçu en ortho;NEGATIVE;0,9496;NEGATIVE;0,8686;POSITIVE
#accueil;Mdrrrrrrr;NEGATIVE;0,9838;NEGATIVE;0,8571;POSITIVE
#accueil;sur lequel se fonde la civilisation;POSITIVE;0,9171;POSITIVE;0,8542;NEUTRAL
#accueil;bonne soirée les gens;NEGATIVE;0,9181;NEUTRAL;0,5464;POSITIVE
#accueil;lol Elolo bah voyons;NEGATIVE;0,9595;NEUTRAL;0,5526;NEGATIVE
#accueil;Trouble;NEGATIVE;0,9991;NEGATIVE;0,8367;NEGATIVE
#accueil;car la religion est le premier pas sur la voie de la raison;POSITIVE;0,9235;POSITIVE;0,89;NEGATIVE
#accueil;Elolo, puriste?;NEGATIVE;0,9863;NEGATIVE;0,7609;NEUTRAL
#accueil;des becquilles quoi;NEGATIVE;0,6781;NEGATIVE;0,9418;NEGATIVE
#accueil;tssssssss looping n importe quoi;NEGATIVE;0,9941;NEGATIVE;0,9806;NEGATIVE
#accueil;Elolo: hey lolo;POSITIVE;0,9977;POSITIVE;0,7399;POSITIVE
#accueil;Tu es troublé PetitPierre|Happy-Days|On-AiR mdrrrr ou tu vous trouble?;NEGATIVE;0,9737;NEGATIVE;0,8861;NEUTRAL
#accueil;Little_Doolx3: fonce s'il est noble il doit avoir des sous !;NEGATIVE;0,9622;NEUTRAL;0,6421;NEUTRAL
#accueil;Loogan:  pas de religion ici;POSITIVE;0,8397;NEUTRAL;0,6177;NEUTRAL
#accueil;etre athée oui;NEGATIVE;0,9236;NEUTRAL;0,6578;NEUTRAL
#accueil;merci;NEGATIVE;0,8387;POSITIVE;0,9178;POSITIVE
#accueil;je ne suis pas raciste je mange du couscous;NEGATIVE;0,9951;NEUTRAL;0,5741;NEGATIVE
#accueil;j'ai un oeil sur le match et un oeil sur le salon;NEUTRAL;0,5869;NEGATIVE;0,8309;NEUTRAL
#accueil;hey!!!!;POSITIVE;0,9996;NEUTRAL;0,5859;POSITIVE
#accueil;Vois;POSITIVE;0,988;POSITIVE;0,6878;NEUTRAL
#accueil;ça vas toi?;NEGATIVE;0,9874;NEUTRAL;0,6552;POSITIVE
#accueil;Bonsoir 🌷🌹🌷;NEGATIVE;0,9163;POSITIVE;0,7161;POSITIVE
#accueil;t'ad fait le mort hier soir?;NEGATIVE;0,8258;NEGATIVE;0,6733;NEGATIVE
#accueil;après on se débarrasse de nos béquilles pour penser par nous mêmes;NEGATIVE;0,9688;NEGATIVE;0,728;POSITIVE
#accueil;Massss: ???;NEGATIVE;0,9987;NEUTRAL;0,5382;NEUTRAL
#accueil;Trouble baby;NEGATIVE;0,9922;NEGATIVE;0,8668;NEGATIVE
#accueil;les femmes me comprennent;NEUTRAL;0,6278;NEUTRAL;0,568;POSITIVE
#accueil;Romantiqua:   eleonore  est morte ?;NEGATIVE;0,9728;NEGATIVE;0,7006;NEGATIVE
#accueil;Ma killbill, mille bisous, à vite!;NEGATIVE;0,9511;POSITIVE;0,6898;POSITIVE
#accueil;qui ca qu a fait le mort hier?;NEGATIVE;0,947;NEGATIVE;0,8511;NEGATIVE
#accueil;Le rebelle je veux bien que tu me corrige les fautes;NEGATIVE;0,851;NEUTRAL;0,5972;NEUTRAL
#accueil;Bonne soirée à vous  :) pas de bêtises  :);NEGATIVE;0,9631;NEGATIVE;0,8751;POSITIVE
#accueil;bonsoir À tous :;NEGATIVE;0,9213;NEUTRAL;0,543;POSITIVE
#accueil;Elolo: tu parles a moi ?;NEGATIVE;0,9592;NEUTRAL;0,5225;NEUTRAL
#accueil;Redol bsr arrêtes de dire des bêtises;NEGATIVE;0,9912;NEGATIVE;0,7167;NEGATIVE
#accueil;bisousssssss ma TiteSeve à bientôt ma douce <3;NEGATIVE;0,9787;POSITIVE;0,8555;POSITIVE
#accueil;ça sent le gage mdr;NEGATIVE;0,9796;NEGATIVE;0,9099;NEUTRAL
#accueil;elles ont l'instinct plus aiguisé que les hommes pour comprendre l'arnaque de la religion;POSITIVE;0,9586;NEGATIVE;0,8464;NEGATIVE
#accueil;Bisouille Terre-Hermess :);NEUTRAL;0,6112;NEUTRAL;0,5965;POSITIVE
#accueil;ouii;NEGATIVE;0,8918;NEUTRAL;0,6367;POSITIVE
#accueil;ok Elolo;POSITIVE;0,9925;POSITIVE;0,7107;POSITIVE
#accueil;Sltt;NEGATIVE;0,9962;POSITIVE;0,7955;POSITIVE
#accueil;<3 ma killbil;NEGATIVE;0,9887;NEUTRAL;0,5518;POSITIVE
#accueil;jusque la je t ai pas vu en faire c un fait;NEGATIVE;0,9687;NEGATIVE;0,8098;NEGATIVE
#accueil;bonne nuit TiteSeve;NEGATIVE;0,974;NEUTRAL;0,6337;POSITIVE
#accueil;Romantiqua:   Salut loll    pkoi    des betises  on  sest sensé  de  mourir   tous unjour;NEGATIVE;0,9844;NEUTRAL;0,6224;NEGATIVE
#accueil;Elolo: pq le mort?;NEGATIVE;0,983;NEUTRAL;0,5084;NEGATIVE
#accueil;Doux dodo hannibal-smith76|venere;NEGATIVE;0,8673;NEUTRAL;0,5417;NEGATIVE
#accueil;par contre un paquet d autres oui lol;NEUTRAL;0,5634;NEUTRAL;0,545;NEUTRAL
#accueil;merci;NEUTRAL;0,5491;POSITIVE;0,7543;POSITIVE
#accueil;Bonne nuit TiteSeve;NEGATIVE;0,9406;NEUTRAL;0,509;POSITIVE
#accueil;hihi j'essaye de m'appliquer;POSITIVE;0,745;POSITIVE;0,686;POSITIVE
#accueil;J'y comprends rien lol;POSITIVE;0,7847;NEGATIVE;0,9511;NEGATIVE
#accueil;Ça va ?;NEGATIVE;0,9955;NEGATIVE;0,7185;POSITIVE
#accueil;tkt ça vas venir;NEGATIVE;0,7505;NEUTRAL;0,5219;POSITIVE
#accueil;Bonsoir, je vous remercie pour la musique;POSITIVE;0,9831;POSITIVE;0,7914;POSITIVE
#accueil;Redol non non on est immortelle ici lol;NEGATIVE;0,9716;NEUTRAL;0,5798;POSITIVE
#accueil;"tu me rappelles quelqu un Elolo ;)";NEGATIVE;0,9377;POSITIVE;0,798;NEUTRAL
#accueil;L'est contente Rachel de la dédi ? :s;NEGATIVE;0,9345;NEGATIVE;0,9391;NEUTRAL
#accueil;La pauvre :(;NEGATIVE;0,9965;NEGATIVE;0,9636;NEGATIVE
#accueil;crépuscule oui tu as fait le mott;NEGATIVE;0,9561;NEGATIVE;0,8223;NEGATIVE
#accueil;Comme on dit, l'hôpital qui se fout de la charité;NEGATIVE;0,7436;NEGATIVE;0,932;NEGATIVE
#accueil;mort;NEGATIVE;0,9994;NEGATIVE;0,6978;NEGATIVE
#accueil;Dial sympa ?;NEGATIVE;0,9937;NEUTRAL;0,5363;POSITIVE
#accueil;Elolo: je comprends pas mais tu as raison lol;POSITIVE;0,9208;NEUTRAL;0,6053;NEGATIVE
#accueil;🥵🥵🥵🥵;NEGATIVE;0,9411;POSITIVE;0,7261;NEGATIVE
#accueil;Tu répondais plus;POSITIVE;0,985;NEGATIVE;0,9214;NEGATIVE
#accueil;fais chier;NEUTRAL;0,5032;NEGATIVE;0,9818;NEGATIVE
#accueil;Oups;NEGATIVE;0,9901;NEGATIVE;0,9062;NEGATIVE
#accueil;loll;NEGATIVE;0,9842;NEUTRAL;0,6011;POSITIVE
#accueil;du coup je suis parti dodo;NEGATIVE;0,9954;NEGATIVE;0,987;NEGATIVE
#accueil;!seen Bou;POSITIVE;0,9982;NEUTRAL;0,6225;NEUTRAL
#accueil;Bou (Chaat@4DBED753.EC38F727.8820554E.IP) a été vu pour la dernière fois quitter #Ados il y a 1 heure, 28 minutes (Bon retour sur www.chaat.fr).;NEGATIVE;0,9875;NEGATIVE;0,8056;NEUTRAL
#accueil;le rebelle ah oui qui?;NEGATIVE;0,9688;NEUTRAL;0,5005;NEUTRAL
#accueil;Salut;NEGATIVE;0,9924;POSITIVE;0,7253;POSITIVE
#accueil;It doesn't matter who was with you in the beginning, what matters is who will stay with you until the end;POSITIVE;0,9438;NEUTRAL;0,5773;NEUTRAL
#accueil;gn8 Yamazaki|Zzzz;NEGATIVE;0,9711;POSITIVE;0,7294;NEUTRAL
#accueil;Drôle de bruit PetitPierre|Happy-Days|On-AiR;POSITIVE;0,9962;NEGATIVE;0,7518;NEUTRAL
#accueil;Salam;NEGATIVE;0,9875;POSITIVE;0,7012;POSITIVE
#accueil;coucou;POSITIVE;0,9273;POSITIVE;0,7732;POSITIVE
#accueil;bonsoir;POSITIVE;0,9956;POSITIVE;0,7501;POSITIVE
#accueil;Hello Leila75;NEGATIVE;0,8986;NEUTRAL;0,6124;POSITIVE
#accueil;"c un poete Elolo tu le reconnaitra en le croisant ;)";POSITIVE;0,7641;POSITIVE;0,8218;POSITIVE
#accueil;Leila75 slm;NEGATIVE;0,9458;POSITIVE;0,7013;POSITIVE
#accueil;Oui Johnny lol PetitPierre|Happy-Days|On-AiR les han han mdrr;POSITIVE;0,9884;NEUTRAL;0,6532;NEGATIVE
#accueil;bonsoir;POSITIVE;0,9956;POSITIVE;0,7501;POSITIVE
#accueil;les larbins;NEGATIVE;0,9258;NEGATIVE;0,7466;NEGATIVE
#accueil;bonsoir Insomnie;NEGATIVE;0,9824;NEGATIVE;0,6921;NEGATIVE
